frequence,amplitude,anomalie
1403.176144614647,0.11976213181925122,0
1235.1690473124377,0.890527280739895,0
890.7435332971238,0.5935924535540487,0
607.953184085015,0.6791023191444896,0
587.7244512053032,0.7891712386073383,0
700.2914777975144,0.4984421989290573,0
1059.0719976473447,0.08692028808742369,0
1257.515107240075,0.5371065418185478,0
1192.2368520612777,0.5868411180208791,0
735.9206763351315,0.74543947418433,0
1545.838336795833,0.4316595462296794,0
1285.4763000349221,0.12758030279556376,0
1065.224863013681,0.28377590579872447,0
1134.0648954812227,0.3630822963986351,0
903.5200749133479,0.6459172413316012,0
697.277187401389,0.5707783046689119,0
827.167214381514,0.35609672589784624,0
1309.415332557243,0.9865152487929797,0
417.27218635570705,0.6057748193568872,0
539.2871686082995,0.23722679173599448,0
455.20317042610327,0.10178247262040374,0
448.87456278276414,0.15285913918433203,0
1426.5527008132087,0.24595772838450813,0
1244.3894312560283,0.16068137325955567,0
969.0085949047902,0.18656702405130576,0
517.4009927812018,0.2850951686938471,0
989.9390501401988,0.17337359529475482,0
968.1661249366788,0.8967654246264252,0
607.8422438920182,0.08023374566164221,0
920.6219790855677,0.5245113895702547,0
878.205681276848,0.4103968269896615,0
1139.0201176626597,0.9823786169086064,0
1162.1123810411725,0.11203890216805235,0
454.3648117264534,0.39785559904574164,0
849.5351375517655,0.9694704332753689,0
1151.0318988570837,0.8655071258939803,0
1003.7635102961052,0.8170720709492799,0
1427.7878094259868,0.25790282704493983,0
1190.4323579427341,0.17088758739006582,0
595.5213124977156,0.668643219924431,0
484.6824968805158,0.9293759891275858,0
1170.9031338475788,0.5567628930139298,0
431.8135726499462,0.5716126894698998,0
1102.930697528156,0.2799790936602842,0
1528.2762897099492,0.7694929331919369,0
1090.5690134510546,0.18704374855752337,0
865.8039114478263,0.3236792364042437,0
1171.9458621308238,0.4254364386164168,0
949.9034685898199,0.507610378684455,0
1054.7401471791218,0.24240973241508024,0
1529.7577705318301,0.11483682473920354,0
863.3231653609291,0.6106200424416326,0
1553.428676588697,0.28863055324025577,0
1486.4207703472764,0.5812382214226123,0
634.9493617471558,0.1543627152742023,0
483.23356105019855,0.4811401018548175,0
520.933601652912,0.5325894325515859,0
421.8661907818597,0.05182353682242691,0
513.3315529071141,0.3366042781939206,0
1219.6081280996282,0.13441467693897424,0
485.42637815227476,0.06337497047276774,0
782.7707563525136,0.9899602323899452,0
1413.8503731633455,0.32235384497472297,0
427.92632288299103,0.8098744458546349,0
1377.362179106723,0.25464065476376385,0
738.2257297280798,0.6815027222239293,0
541.7977931459875,0.7602278598896866,0
1236.0845984369807,0.5956387406078443,0
1154.7314161358609,0.47157618855015837,0
1452.9664162324636,0.41184091414726853,0
1282.0852525646628,0.3488682665429953,0
1364.1771164618183,0.9295291442478258,0
738.4414870855678,0.8306194077877291,0
612.9274525356674,0.9650269106665126,0
1300.73770196903,0.12429722348554473,0
1368.2016871207168,0.7308674752036443,1
1588.606170400808,0.9383404568210378,0
895.1412122937118,0.18123306616566015,0
846.4217029513397,0.0664962673667775,0
1331.6955528903964,0.741120649290059,0
808.9642483036214,0.5744731131799119,0
1516.9087907242777,0.8418287767582721,0
1430.0953022116141,0.1397723766262895,0
914.792832850022,0.7952673118598902,0
1301.0452813497968,0.20162732004774453,0
1305.4514489016187,0.1636559428657045,0
523.7486426031192,0.16426579793099294,0
1483.06348801548,0.8145747202313821,0
1006.3028469374286,0.6651972206962001,0
1391.7489593292898,0.5230654247691193,0
784.0595212367341,0.3588304841235025,0
1474.6278741954407,0.8772005408131083,0
867.0420144809957,0.3924451074226354,0
413.00518177635803,0.8165994394715771,0
1486.4583717031164,0.4391349085702184,0
509.5440121433603,0.3769444294249076,0
783.1763651084979,0.46267978566960644,0
1540.0743604609659,0.3013778741641421,0
1540.7285763250673,0.7476093801762511,0
1088.1254657479433,0.5027203900924792,0
1158.204654603759,0.2322126951468173,0
938.1346263739837,0.8995745732745685,0
751.8529260376774,0.3838912213732114,0
794.3974544438992,0.5435528611139886,0
1207.022147292446,0.9064721109645469,0
1302.849435325216,0.6242379959139921,0
1349.894852471018,0.11689804070836407,0
1347.5417713534648,0.9398321236134751,0
509.44732365842845,0.6277080530714179,0
993.3043656430978,0.3349056146570861,0
469.07051201997314,0.13927207266338726,0
1059.4346587884827,0.794025189270296,0
929.8366016480525,0.6200727559285135,0
1465.2450193099596,0.5334610919763215,0
